name,parent
 Café tostado- sin descafeinar- molido,Huila
 Café tostado- sin descafeinar- molido,Quindío
 Café tostado- sin descafeinar- molido,Risaralda
 Café tostado- sin descafeinar- molido,Santander
 Café tostado- sin descafeinar- molido,Tolima
 Café tostado- sin descafeinar- molido,Valle del Cauca
" Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción,Antioquia"
" Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción,Bogotá"
" Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción,Caldas"
" Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción,Cauca"
" Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción,Huila"
" Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción,Quindío"
" Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción,Risaralda"
" Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción,Santander"
" Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción,Tolima"
" Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción,Valle del Cauca"
 Extractos- esencias y concentrados de café,Antioquia
 Extractos- esencias y concentrados de café,Bogotá
 Extractos- esencias y concentrados de café,Caldas
 Extractos- esencias y concentrados de café,Risaralda
 Extractos- esencias y concentrados de café,Tolima
 Extractos- esencias y concentrados de café,Valle del Cauca
 Los demás cafés sin tostar- sin descafeinar,Antioquia
 Los demás cafés sin tostar- sin descafeinar,Bogotá
 Los demás cafés sin tostar- sin descafeinar,Caldas
 Los demás cafés sin tostar- sin descafeinar,Cauca
 Los demás cafés sin tostar- sin descafeinar,Huila
 Los demás cafés sin tostar- sin descafeinar,Quindío
 Los demás cafés sin tostar- sin descafeinar,Risaralda
 Los demás cafés sin tostar- sin descafeinar,Santander
 Los demás cafés sin tostar- sin descafeinar,Tolima
 Los demás cafés sin tostar- sin descafeinar,Valle del Cauca
 Los demás extractos- esencias y concentrados de café,Antioquia
 Los demás extractos- esencias y concentrados de café,Bogotá
 Los demás extractos- esencias y concentrados de café,Caldas
 Los demás extractos- esencias y concentrados de café,Cauca
 Los demás extractos- esencias y concentrados de café,Huila
 Los demás extractos- esencias y concentrados de café,Quindío
 Los demás extractos- esencias y concentrados de café,Risaralda
 Los demás extractos- esencias y concentrados de café,Santander
 Los demás extractos- esencias y concentrados de café,Tolima
 Los demás extractos- esencias y concentrados de café,Valle del Cauca
 Preparaciones a base de extractos- esencias o concentrados o a base de café,Antioquia
 Preparaciones a base de extractos- esencias o concentrados o a base de café,Bogotá
 Preparaciones a base de extractos- esencias o concentrados o a base de café,Caldas
 Preparaciones a base de extractos- esencias o concentrados o a base de café,Cauca
 Preparaciones a base de extractos- esencias o concentrados o a base de café,Quindío
 Preparaciones a base de extractos- esencias o concentrados o a base de café,Risaralda
 Preparaciones a base de extractos- esencias o concentrados o a base de café,Santander
 Preparaciones a base de extractos- esencias o concentrados o a base de café,Tolima
 Preparaciones a base de extractos- esencias o concentrados o a base de café,Valle del Cauca
Albania, Los demás cafés sin tostar- sin descafeinar
Alemania, Café sin tostar- descafeinado
Alemania, Café sin tostar- sin descafeinar- para la siembra
Alemania, Café soluble liofilizado- con granulometría de 20 - 300 mm
Alemania, Café tostado- descafeinado
Alemania, Café tostado- sin descafeinar- en grano
Alemania, Café tostado- sin descafeinar- molido
"Alemania, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Alemania, Extractos- esencias y concentrados de café
Alemania, Los demás cafés sin tostar- sin descafeinar
Alemania, Los demás extractos- esencias y concentrados de café
Alemania, Preparaciones a base de extractos- esencias o concentrados o a base de café
Antigua y Barbuda, Café tostado- sin descafeinar- molido
Antigua y Barbuda, Extractos- esencias y concentrados de café
Antigua y Barbuda, Los demás extractos- esencias y concentrados de café
Antigua y Barbuda, Preparaciones a base de extractos- esencias o concentrados o a base de café
Antillas Holandesas, Café sin tostar- descafeinado
Antillas Holandesas, Café soluble liofilizado- con granulometría de 20 - 300 mm
Antillas Holandesas, Café tostado- descafeinado
Antillas Holandesas, Café tostado- sin descafeinar- en grano
Antillas Holandesas, Café tostado- sin descafeinar- molido
"Antillas Holandesas, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Antillas Holandesas, Extractos- esencias y concentrados de café
Antillas Holandesas, Los demás cafés sin tostar- sin descafeinar
Antillas Holandesas, Los demás extractos- esencias y concentrados de café
Antillas Holandesas, Preparaciones a base de extractos- esencias o concentrados o a base de café
Antioquia,Colombia
Arabia Saudita, Café soluble liofilizado- con granulometría de 20 - 300 mm
Arabia Saudita, Café tostado- sin descafeinar- en grano
"Arabia Saudita, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Arabia Saudita, Los demás cafés sin tostar- sin descafeinar
Argelia, Los demás cafés sin tostar- sin descafeinar
Argentina, Café sin tostar- descafeinado
Argentina, Café soluble liofilizado- con granulometría de 20 - 300 mm
Argentina, Café tostado- descafeinado
Argentina, Café tostado- sin descafeinar- en grano
Argentina, Café tostado- sin descafeinar- molido
Argentina, Extractos- esencias y concentrados de café
Argentina, Los demás cafés sin tostar- sin descafeinar
Argentina, Los demás extractos- esencias y concentrados de café
Argentina, Preparaciones a base de extractos- esencias o concentrados o a base de café
Armenia, Los demás cafés sin tostar- sin descafeinar
Aruba, Café sin tostar- descafeinado
Aruba, Café soluble liofilizado- con granulometría de 20 - 300 mm
Aruba, Café tostado- descafeinado
Aruba, Café tostado- sin descafeinar- en grano
Aruba, Café tostado- sin descafeinar- molido
Aruba, Extractos- esencias y concentrados de café
Aruba, Los demás cafés sin tostar- sin descafeinar
Aruba, Los demás extractos- esencias y concentrados de café
Aruba, Preparaciones a base de extractos- esencias o concentrados o a base de café
Australia, Café sin tostar- descafeinado
Australia, Café sin tostar- sin descafeinar- para la siembra
Australia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Australia, Café tostado- descafeinado
Australia, Café tostado- sin descafeinar- en grano
Australia, Café tostado- sin descafeinar- molido
"Australia, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Australia, Extractos- esencias y concentrados de café
Australia, Los demás cafés sin tostar- sin descafeinar
Australia, Los demás extractos- esencias y concentrados de café
Australia, Preparaciones a base de extractos- esencias o concentrados o a base de café
Austria, Café tostado- sin descafeinar- en grano
Austria, Café tostado- sin descafeinar- molido
Austria, Los demás cafés sin tostar- sin descafeinar
Bahrein, Café tostado- sin descafeinar- en grano
Bahrein, Café tostado- sin descafeinar- molido
Bahrein, Los demás cafés sin tostar- sin descafeinar
Barbados, Café soluble liofilizado- con granulometría de 20 - 300 mm
Barbados, Café tostado- sin descafeinar- molido
Barbados, Extractos- esencias y concentrados de café
Barbados, Los demás extractos- esencias y concentrados de café
Barbados, Preparaciones a base de extractos- esencias o concentrados o a base de café
Bélgica, Café sin tostar- descafeinado
Bélgica, Café sin tostar- sin descafeinar- para la siembra
Bélgica, Café soluble liofilizado- con granulometría de 20 - 300 mm
Bélgica, Extractos- esencias y concentrados de café
Bélgica, Los demás cafés sin tostar- sin descafeinar
Bélgica, Los demás extractos- esencias y concentrados de café
Belice, Café soluble liofilizado- con granulometría de 20 - 300 mm
Belice, Extractos- esencias y concentrados de café
Belice, Los demás extractos- esencias y concentrados de café
Belice, Preparaciones a base de extractos- esencias o concentrados o a base de café
Bermudas, Café tostado- sin descafeinar- molido
Bogotá,Colombia
Bolivia, Café sin tostar- descafeinado
Bolivia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Bolivia, Café tostado- descafeinado
Bolivia, Café tostado- sin descafeinar- en grano
Bolivia, Café tostado- sin descafeinar- molido
Bolivia, Extractos- esencias y concentrados de café
Bolivia, Los demás extractos- esencias y concentrados de café
Bolivia, Preparaciones a base de extractos- esencias o concentrados o a base de café
Bonaire- San Eustatios y Saba, Los demás cafés sin tostar- sin descafeinar
Brasil, Café soluble liofilizado- con granulometría de 20 - 300 mm
Brasil, Café tostado- sin descafeinar- en grano
Brasil, Café tostado- sin descafeinar- molido
Brasil, Los demás cafés sin tostar- sin descafeinar
Brasil, Los demás extractos- esencias y concentrados de café
Brasil, Preparaciones a base de extractos- esencias o concentrados o a base de café
Bulgaria, Café tostado- sin descafeinar- en grano
Bulgaria, Café tostado- sin descafeinar- molido
Bulgaria, Los demás cafés sin tostar- sin descafeinar
Caimán- Islas, Los demás extractos- esencias y concentrados de café
Caldas,Colombia
Canadá, Café sin tostar- descafeinado
Canadá, Café sin tostar- sin descafeinar- para la siembra
Canadá, Café soluble liofilizado- con granulometría de 20 - 300 mm
Canadá, Café tostado- descafeinado
Canadá, Café tostado- sin descafeinar- en grano
Canadá, Café tostado- sin descafeinar- molido
"Canadá, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Canadá, Extractos- esencias y concentrados de café
Canadá, Los demás cafés sin tostar- sin descafeinar
Canadá, Los demás extractos- esencias y concentrados de café
Canadá, Preparaciones a base de extractos- esencias o concentrados o a base de café
Cauca,Colombia
Chile, Café sin tostar- descafeinado
Chile, Café sin tostar- sin descafeinar- para la siembra
Chile, Café soluble liofilizado- con granulometría de 20 - 300 mm
Chile, Café tostado- descafeinado
Chile, Café tostado- sin descafeinar- en grano
Chile, Café tostado- sin descafeinar- molido
"Chile, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Chile, Extractos- esencias y concentrados de café
Chile, Los demás cafés sin tostar- sin descafeinar
Chile, Los demás extractos- esencias y concentrados de café
Chile, Preparaciones a base de extractos- esencias o concentrados o a base de café
China, Café sin tostar- descafeinado
China, Café soluble liofilizado- con granulometría de 20 - 300 mm
China, Café tostado- descafeinado
China, Café tostado- sin descafeinar- en grano
China, Café tostado- sin descafeinar- molido
"China, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
China, Extractos- esencias y concentrados de café
China, Los demás cafés sin tostar- sin descafeinar
China, Los demás extractos- esencias y concentrados de café
China, Preparaciones a base de extractos- esencias o concentrados o a base de café
Chipre, Los demás cafés sin tostar- sin descafeinar
Colombia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Colombia, Café tostado- descafeinado
Colombia, Café tostado- sin descafeinar- en grano
Colombia, Café tostado- sin descafeinar- molido
Colombia, Los demás cafés sin tostar- sin descafeinar
Corea- República Democrática, Extractos- esencias y concentrados de café
Corea, Café sin tostar- descafeinado
Corea, Café sin tostar- sin descafeinar- para la siembra
Corea, Café soluble liofilizado- con granulometría de 20 - 300 mm
Corea, Café tostado- descafeinado
Corea, Café tostado- sin descafeinar- en grano
Corea, Café tostado- sin descafeinar- molido
"Corea, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Corea, Extractos- esencias y concentrados de café
Corea, Los demás cafés sin tostar- sin descafeinar
Corea, Los demás extractos- esencias y concentrados de café
Costa de Marfil, Extractos- esencias y concentrados de café
Costa Rica, Café soluble liofilizado- con granulometría de 20 - 300 mm
Costa Rica, Café tostado- descafeinado
Costa Rica, Café tostado- sin descafeinar- en grano
Costa Rica, Café tostado- sin descafeinar- molido
Costa Rica, Extractos- esencias y concentrados de café
Costa Rica, Los demás extractos- esencias y concentrados de café
Costa Rica, Preparaciones a base de extractos- esencias o concentrados o a base de café
Croacia, Los demás cafés sin tostar- sin descafeinar
Cuba, Café soluble liofilizado- con granulometría de 20 - 300 mm
Cuba, Café tostado- descafeinado
Cuba, Café tostado- sin descafeinar- en grano
Cuba, Café tostado- sin descafeinar- molido
Cuba, Extractos- esencias y concentrados de café
Cuba, Los demás extractos- esencias y concentrados de café
Cuba, Preparaciones a base de extractos- esencias o concentrados o a base de café
Curazao, Café soluble liofilizado- con granulometría de 20 - 300 mm
Curazao, Café tostado- descafeinado
Curazao, Café tostado- sin descafeinar- en grano
Curazao, Café tostado- sin descafeinar- molido
"Curazao, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Curazao, Los demás cafés sin tostar- sin descafeinar
Curazao, Los demás extractos- esencias y concentrados de café
Curazao, Preparaciones a base de extractos- esencias o concentrados o a base de café
Dinamarca, Café soluble liofilizado- con granulometría de 20 - 300 mm
Dinamarca, Café tostado- sin descafeinar- en grano
"Dinamarca, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Dinamarca, Extractos- esencias y concentrados de café
Dinamarca, Los demás cafés sin tostar- sin descafeinar
Dinamarca, Los demás extractos- esencias y concentrados de café
Dinamarca, Preparaciones a base de extractos- esencias o concentrados o a base de café
Dominica, Café tostado- sin descafeinar- en grano
Dominica, Café tostado- sin descafeinar- molido
Dominica, Extractos- esencias y concentrados de café
Dominica, Los demás extractos- esencias y concentrados de café
Dominica, Preparaciones a base de extractos- esencias o concentrados o a base de café
Ecuador, Café sin tostar- descafeinado
Ecuador, Café soluble liofilizado- con granulometría de 20 - 300 mm
Ecuador, Café tostado- descafeinado
Ecuador, Café tostado- sin descafeinar- en grano
Ecuador, Café tostado- sin descafeinar- molido
"Ecuador, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Ecuador, Extractos- esencias y concentrados de café
Ecuador, Los demás cafés sin tostar- sin descafeinar
Ecuador, Los demás extractos- esencias y concentrados de café
Ecuador, Preparaciones a base de extractos- esencias o concentrados o a base de café
Egipto, Los demás cafés sin tostar- sin descafeinar
Egipto, Los demás extractos- esencias y concentrados de café
El Salvador, Café soluble liofilizado- con granulometría de 20 - 300 mm
El Salvador, Café tostado- descafeinado
El Salvador, Café tostado- sin descafeinar- en grano
El Salvador, Café tostado- sin descafeinar- molido
El Salvador, Los demás extractos- esencias y concentrados de café
El Salvador, Preparaciones a base de extractos- esencias o concentrados o a base de café
Emiratos Árabes Unidos, Café sin tostar- descafeinado
Emiratos Árabes Unidos, Café tostado- sin descafeinar- en grano
Emiratos Árabes Unidos, Café tostado- sin descafeinar- molido
"Emiratos Árabes Unidos, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Emiratos Árabes Unidos, Los demás cafés sin tostar- sin descafeinar
Emiratos Árabes Unidos, Los demás extractos- esencias y concentrados de café
Emiratos Árabes Unidos, Preparaciones a base de extractos- esencias o concentrados o a base de café
Eslovaquia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Eslovaquia, Los demás extractos- esencias y concentrados de café
Eslovenia, Los demás cafés sin tostar- sin descafeinar
España, Achicoria tostada y demás sucedáneos del café tostados y sus extractos- esencias y concentrados
España, Café sin tostar- descafeinado
España, Café sin tostar- sin descafeinar- para la siembra
España, Café soluble liofilizado- con granulometría de 20 - 300 mm
España, Café tostado- descafeinado
España, Café tostado- sin descafeinar- en grano
España, Café tostado- sin descafeinar- molido
"España, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
España, Extractos- esencias y concentrados de café
España, Los demás cafés sin tostar- sin descafeinar
España, Los demás extractos- esencias y concentrados de café
España, Preparaciones a base de extractos- esencias o concentrados o a base de café
Estados Unidos, Achicoria tostada y demás sucedáneos del café tostados y sus extractos- esencias y concentrados
Estados Unidos, Café sin tostar- descafeinado
Estados Unidos, Café sin tostar- sin descafeinar- para la siembra
Estados Unidos, Café soluble liofilizado- con granulometría de 20 - 300 mm
Estados Unidos, Café tostado- descafeinado
Estados Unidos, Café tostado- sin descafeinar- en grano
Estados Unidos, Café tostado- sin descafeinar- molido
"Estados Unidos, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Estados Unidos, Extractos- esencias y concentrados de café
Estados Unidos, Los demás cafés sin tostar- sin descafeinar
Estados Unidos, Los demás extractos- esencias y concentrados de café
Estados Unidos, Preparaciones a base de extractos- esencias o concentrados o a base de café
Estonia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Estonia, Extractos- esencias y concentrados de café
Estonia, Los demás cafés sin tostar- sin descafeinar
Feroe- Islas, Los demás cafés sin tostar- sin descafeinar
Fiji, Los demás cafés sin tostar- sin descafeinar
Filipinas, Café tostado- sin descafeinar- molido
Filipinas, Los demás cafés sin tostar- sin descafeinar
Filipinas, Los demás extractos- esencias y concentrados de café
Finlandia, Café sin tostar- descafeinado
Finlandia, Café sin tostar- sin descafeinar- para la siembra
Finlandia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Finlandia, Café tostado- sin descafeinar- molido
Finlandia, Extractos- esencias y concentrados de café
Finlandia, Los demás cafés sin tostar- sin descafeinar
Finlandia, Preparaciones a base de extractos- esencias o concentrados o a base de café
Francia, Café sin tostar- descafeinado
Francia, Café sin tostar- sin descafeinar- para la siembra
Francia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Francia, Café tostado- descafeinado
Francia, Café tostado- sin descafeinar- en grano
Francia, Café tostado- sin descafeinar- molido
"Francia, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Francia, Extractos- esencias y concentrados de café
Francia, Los demás cafés sin tostar- sin descafeinar
Francia, Los demás extractos- esencias y concentrados de café
Georgia, Los demás cafés sin tostar- sin descafeinar
Gibraltar, Los demás cafés sin tostar- sin descafeinar
Granada, Café soluble liofilizado- con granulometría de 20 - 300 mm
Granada, Café tostado- sin descafeinar- en grano
Granada, Extractos- esencias y concentrados de café
Granada, Los demás extractos- esencias y concentrados de café
Granada, Preparaciones a base de extractos- esencias o concentrados o a base de café
Grecia, Café sin tostar- descafeinado
Grecia, Café sin tostar- sin descafeinar- para la siembra
Grecia, Los demás cafés sin tostar- sin descafeinar
Guatemala, Café sin tostar- descafeinado
Guatemala, Café soluble liofilizado- con granulometría de 20 - 300 mm
Guatemala, Café tostado- sin descafeinar- molido
Guatemala, Los demás extractos- esencias y concentrados de café
Guatemala, Preparaciones a base de extractos- esencias o concentrados o a base de café
Guyana, Extractos- esencias y concentrados de café
Guyana, Los demás extractos- esencias y concentrados de café
Guyana, Preparaciones a base de extractos- esencias o concentrados o a base de café
Haití, Los demás extractos- esencias y concentrados de café
Haití, Preparaciones a base de extractos- esencias o concentrados o a base de café
Honduras, Café soluble liofilizado- con granulometría de 20 - 300 mm
Honduras, Café tostado- sin descafeinar- molido
Honduras, Los demás extractos- esencias y concentrados de café
Honduras, Preparaciones a base de extractos- esencias o concentrados o a base de café
Hong Kong, Café sin tostar- sin descafeinar- para la siembra
Hong Kong, Café soluble liofilizado- con granulometría de 20 - 300 mm
Hong Kong, Café tostado- sin descafeinar- en grano
Hong Kong, Café tostado- sin descafeinar- molido
"Hong Kong, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Hong Kong, Extractos- esencias y concentrados de café
Hong Kong, Los demás cafés sin tostar- sin descafeinar
Hong Kong, Los demás extractos- esencias y concentrados de café
Huila,Colombia
Hungría, Los demás cafés sin tostar- sin descafeinar
India, Café soluble liofilizado- con granulometría de 20 - 300 mm
India, Los demás cafés sin tostar- sin descafeinar
India, Los demás extractos- esencias y concentrados de café
India, Preparaciones a base de extractos- esencias o concentrados o a base de café
Indonesia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Indonesia, Los demás cafés sin tostar- sin descafeinar
Indonesia, Los demás extractos- esencias y concentrados de café
Irak, Café tostado- descafeinado
Irak, Café tostado- sin descafeinar- en grano
Irak, Café tostado- sin descafeinar- molido
Irán- República Islámica de, Los demás cafés sin tostar- sin descafeinar
Irlanda, Café sin tostar- sin descafeinar- para la siembra
Irlanda, Extractos- esencias y concentrados de café
Irlanda, Los demás cafés sin tostar- sin descafeinar
Islandia, Café sin tostar- descafeinado
Islandia, Café tostado- sin descafeinar- en grano
Islandia, Los demás cafés sin tostar- sin descafeinar
Israel, Café soluble liofilizado- con granulometría de 20 - 300 mm
"Israel, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Israel, Extractos- esencias y concentrados de café
Israel, Los demás cafés sin tostar- sin descafeinar
Italia, Café sin tostar- descafeinado
Italia, Café sin tostar- sin descafeinar- para la siembra
Italia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Italia, Café tostado- descafeinado
Italia, Café tostado- sin descafeinar- en grano
Italia, Café tostado- sin descafeinar- molido
Italia, Extractos- esencias y concentrados de café
Italia, Los demás cafés sin tostar- sin descafeinar
Italia, Los demás extractos- esencias y concentrados de café
Italia, Preparaciones a base de extractos- esencias o concentrados o a base de café
Jamaica, Café sin tostar- descafeinado
Jamaica, Los demás cafés sin tostar- sin descafeinar
Japón, Achicoria tostada y demás sucedáneos del café tostados y sus extractos- esencias y concentrados
Japón, Café sin tostar- descafeinado
Japón, Café sin tostar- sin descafeinar- para la siembra
Japón, Café soluble liofilizado- con granulometría de 20 - 300 mm
Japón, Café tostado- descafeinado
Japón, Café tostado- sin descafeinar- en grano
Japón, Café tostado- sin descafeinar- molido
Japón, Extractos- esencias y concentrados de café
Japón, Los demás cafés sin tostar- sin descafeinar
Japón, Los demás extractos- esencias y concentrados de café
Japón, Preparaciones a base de extractos- esencias o concentrados o a base de café
Jordania, Café sin tostar- descafeinado
Jordania, Los demás cafés sin tostar- sin descafeinar
Kuwait, Café soluble liofilizado- con granulometría de 20 - 300 mm
Kuwait, Café tostado- descafeinado
Kuwait, Café tostado- sin descafeinar- en grano
Kuwait, Café tostado- sin descafeinar- molido
Kuwait, Extractos- esencias y concentrados de café
Kuwait, Los demás cafés sin tostar- sin descafeinar
Kuwait, Preparaciones a base de extractos- esencias o concentrados o a base de café
Letonia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Letonia, Extractos- esencias y concentrados de café
Letonia, Los demás cafés sin tostar- sin descafeinar
Líbano, Café tostado- sin descafeinar- en grano
Líbano, Café tostado- sin descafeinar- molido
Líbano, Los demás cafés sin tostar- sin descafeinar
Liberia, Los demás cafés sin tostar- sin descafeinar
Libia, Los demás cafés sin tostar- sin descafeinar
Lituania, Café soluble liofilizado- con granulometría de 20 - 300 mm
Lituania, Los demás cafés sin tostar- sin descafeinar
Macao, Café soluble liofilizado- con granulometría de 20 - 300 mm
"Macao, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Macao, Los demás cafés sin tostar- sin descafeinar
Malasia, Café sin tostar- sin descafeinar- para la siembra
Malasia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Malasia, Café tostado- descafeinado
Malasia, Café tostado- sin descafeinar- en grano
Malasia, Café tostado- sin descafeinar- molido
Malasia, Extractos- esencias y concentrados de café
Malasia, Los demás cafés sin tostar- sin descafeinar
Malasia, Los demás extractos- esencias y concentrados de café
Malasia, Preparaciones a base de extractos- esencias o concentrados o a base de café
Malta, Café soluble liofilizado- con granulometría de 20 - 300 mm
Malta, Los demás extractos- esencias y concentrados de café
Malta, Preparaciones a base de extractos- esencias o concentrados o a base de café
Marruecos, Café sin tostar- descafeinado
Marruecos, Los demás cafés sin tostar- sin descafeinar
Martinica, Café tostado- sin descafeinar- molido
México, Café sin tostar- descafeinado
México, Café soluble liofilizado- con granulometría de 20 - 300 mm
México, Café tostado- descafeinado
México, Café tostado- sin descafeinar- en grano
México, Café tostado- sin descafeinar- molido
México, Extractos- esencias y concentrados de café
México, Los demás cafés sin tostar- sin descafeinar
México, Los demás extractos- esencias y concentrados de café
México, Preparaciones a base de extractos- esencias o concentrados o a base de café
Mongolia, Café tostado- sin descafeinar- en grano
Mongolia, Café tostado- sin descafeinar- molido
"Mongolia, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Mongolia, Extractos- esencias y concentrados de café
Montserrat, Los demás cafés sin tostar- sin descafeinar
Nicaragua, Café soluble liofilizado- con granulometría de 20 - 300 mm
Nicaragua, Café tostado- sin descafeinar- molido
Nicaragua, Los demás extractos- esencias y concentrados de café
Nicaragua, Preparaciones a base de extractos- esencias o concentrados o a base de café
Nigeria, Café tostado- sin descafeinar- molido
Nigeria, Los demás extractos- esencias y concentrados de café
Nigeria, Preparaciones a base de extractos- esencias o concentrados o a base de café
Norfolk- Islas, Los demás cafés sin tostar- sin descafeinar
Noruega, Café sin tostar- descafeinado
Noruega, Café sin tostar- sin descafeinar- para la siembra
Noruega, Café soluble liofilizado- con granulometría de 20 - 300 mm
Noruega, Café tostado- descafeinado
Noruega, Café tostado- sin descafeinar- en grano
Noruega, Café tostado- sin descafeinar- molido
Noruega, Extractos- esencias y concentrados de café
Noruega, Los demás cafés sin tostar- sin descafeinar
Nueva Zelandia, Café sin tostar- descafeinado
Nueva Zelandia, Café sin tostar- sin descafeinar- para la siembra
Nueva Zelandia, Café soluble liofilizado- con granulometría de 20 - 300 mm
Nueva Zelandia, Café tostado- sin descafeinar- molido
Nueva Zelandia, Los demás cafés sin tostar- sin descafeinar
Nueva Zelandia, Los demás extractos- esencias y concentrados de café
Oman, Los demás cafés sin tostar- sin descafeinar
Países Bajos, Café soluble liofilizado- con granulometría de 20 - 300 mm
Países Bajos, Café tostado- sin descafeinar- en grano
Países Bajos, Café tostado- sin descafeinar- molido
"Países Bajos, Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción"
Países Bajos, Extractos- esencias y concentrados de café
Países Bajos, Los demás cafés sin tostar- sin descafeinar
Países Bajos, Los demás extractos- esencias y concentrados de café
